timestamp,outside_temp,classroom_occupancy_avg,cafeteria_occupancy,total_occupancy,energy_kw
2026-04-22 11:00:00,23.08,11,44,154,188.38
2026-04-22 12:00:00,24.07,15,191,341,414.05
2026-04-22 13:00:00,23.44,11,186,296,360.38
2026-04-22 14:00:00,23.8,39,107,497,600.64
2026-04-22 15:00:00,22.53,35,20,370,448.75
2026-04-22 16:00:00,18.9,37,49,419,511.55
2026-04-22 17:00:00,18.19,20,48,248,307.87
2026-04-22 18:00:00,14.75,17,43,213,272.46
2026-04-22 19:00:00,12.79,1,4,14,43.69
2026-04-22 20:00:00,9.51,1,0,10,49.04
2026-04-22 21:00:00,7.79,2,6,26,67.75
2026-04-22 22:00:00,6.06,3,5,35,90.78
2026-04-22 23:00:00,7.59,0,7,7,49.64
2026-04-23 00:00:00,5.63,1,2,12,61.41
2026-04-23 01:00:00,5.82,4,3,43,102.79
2026-04-23 02:00:00,6.02,3,7,37,91.17
2026-04-23 03:00:00,7.03,2,7,27,74.53
2026-04-23 04:00:00,9.3,2,0,20,61.38
2026-04-23 05:00:00,10.07,4,0,40,83.24
2026-04-23 06:00:00,13.92,4,0,40,71.17
2026-04-23 07:00:00,18.31,4,0,40,57.45
2026-04-23 08:00:00,21.05,59,29,619,741.58
2026-04-23 09:00:00,20.57,50,29,529,636.18
2026-04-23 10:00:00,24.81,54,21,561,679.92
2026-04-23 11:00:00,23.23,20,33,233,283.31
2026-04-23 12:00:00,26.82,15,147,297,372.68
2026-04-23 13:00:00,23.77,16,196,356,431.86
2026-04-23 14:00:00,21.92,49,190,680,815.96
2026-04-23 15:00:00,22.17,44,45,485,584.23
2026-04-23 16:00:00,19.83,36,46,406,495.77
2026-04-23 17:00:00,17.53,14,37,177,226.3
2026-04-23 18:00:00,13.73,24,20,260,340.7
2026-04-23 19:00:00,12.7,0,0,0,28.33
2026-04-23 20:00:00,10.12,1,0,10,52.3
2026-04-23 21:00:00,9.1,2,6,26,72.1
2026-04-23 22:00:00,7.62,3,0,30,77.9
2026-04-23 23:00:00,5.24,1,0,10,60.83
2026-04-24 00:00:00,5.45,1,0,10,63.38
2026-04-24 01:00:00,3.5,2,2,22,81.52
2026-04-24 02:00:00,4.58,0,0,0,55.49
2026-04-24 03:00:00,7.93,4,4,44,95.97
2026-04-24 04:00:00,10.67,1,9,19,56.59
2026-04-24 05:00:00,15.06,3,3,33,61.99
2026-04-24 06:00:00,14.15,2,5,25,52.83
2026-04-24 07:00:00,17.2,4,9,49,71.5
2026-04-24 08:00:00,19.15,48,34,514,623.43
2026-04-24 09:00:00,22.76,52,20,540,648.3
2026-04-24 10:00:00,23.5,56,22,582,703.69
2026-04-24 11:00:00,25.71,19,24,214,265.58
2026-04-24 12:00:00,25.37,22,178,398,488.52
2026-04-24 13:00:00,24.35,19,100,290,355.25
2026-04-24 14:00:00,23.97,33,138,468,567.73
2026-04-24 15:00:00,22.28,38,47,427,516.81
2026-04-24 16:00:00,21.02,41,29,439,533.21
2026-04-24 17:00:00,18.67,13,24,154,193.83
2026-04-24 18:00:00,15.56,13,29,159,206.8
2026-04-24 19:00:00,12.06,4,0,40,80.44
2026-04-24 20:00:00,7.8,2,4,24,70.66
2026-04-24 21:00:00,9.62,4,2,42,90.1
2026-04-24 22:00:00,4.0,3,3,33,95.61
2026-04-24 23:00:00,5.34,2,9,29,85.4
2026-04-25 00:00:00,4.72,2,8,28,84.62
2026-04-25 01:00:00,6.18,0,12,12,61.65
2026-04-25 02:00:00,4.14,3,5,35,93.49
2026-04-25 03:00:00,8.61,0,6,6,49.02
2026-04-25 04:00:00,11.02,2,1,21,59.4
2026-04-25 05:00:00,12.92,4,15,55,92.24
2026-04-25 06:00:00,15.38,2,18,38,64.47
2026-04-25 07:00:00,17.42,1,13,23,37.24
2026-04-25 08:00:00,20.9,3,18,48,62.7
2026-04-25 09:00:00,21.79,4,6,46,57.02
2026-04-25 10:00:00,23.86,3,15,45,58.04
2026-04-25 11:00:00,25.4,3,19,49,68.21
2026-04-25 12:00:00,25.21,0,8,8,20.0
2026-04-25 13:00:00,24.92,3,16,46,64.89
2026-04-25 14:00:00,21.39,2,12,32,38.84
2026-04-25 15:00:00,22.45,1,19,29,35.7
2026-04-25 16:00:00,21.6,2,1,21,29.01
2026-04-25 17:00:00,17.84,3,17,47,66.45
2026-04-25 18:00:00,13.34,2,4,24,53.81
2026-04-25 19:00:00,10.78,0,12,12,47.51
2026-04-25 20:00:00,11.82,3,3,33,68.17
2026-04-25 21:00:00,7.73,3,17,47,100.8
2026-04-25 22:00:00,5.73,4,11,51,108.52
2026-04-25 23:00:00,5.55,4,0,40,95.91
2026-04-26 00:00:00,4.69,1,2,12,67.72
2026-04-26 01:00:00,4.95,3,1,31,88.03
2026-04-26 02:00:00,6.36,4,14,54,114.61
2026-04-26 03:00:00,7.35,2,10,30,80.09
2026-04-26 04:00:00,9.94,2,3,23,61.29
2026-04-26 05:00:00,11.95,1,4,14,48.18
2026-04-26 06:00:00,14.4,2,12,32,59.7
2026-04-26 07:00:00,18.94,3,17,47,65.24
2026-04-26 08:00:00,20.56,4,9,49,61.48
2026-04-26 09:00:00,21.46,0,3,3,20.0
2026-04-26 10:00:00,22.93,2,12,32,43.25
2026-04-26 11:00:00,24.99,0,9,9,22.47
2026-04-26 12:00:00,25.08,4,1,41,57.45
2026-04-26 13:00:00,25.92,3,17,47,67.42
2026-04-26 14:00:00,23.64,4,19,59,73.74
2026-04-26 15:00:00,23.2,4,11,51,65.28
2026-04-26 16:00:00,20.76,1,15,25,29.94
2026-04-26 17:00:00,18.2,2,13,33,52.34
2026-04-26 18:00:00,14.71,4,9,49,78.13
2026-04-26 19:00:00,12.17,3,2,32,71.23
2026-04-26 20:00:00,12.22,2,16,36,75.52
2026-04-26 21:00:00,9.13,2,8,28,72.91
2026-04-26 22:00:00,6.77,3,11,41,96.58
2026-04-26 23:00:00,4.94,0,12,12,68.43
2026-04-27 00:00:00,7.09,0,3,3,46.87
2026-04-27 01:00:00,5.29,0,8,8,56.12
2026-04-27 02:00:00,5.17,4,3,43,102.18
2026-04-27 03:00:00,7.64,0,6,6,54.18
2026-04-27 04:00:00,11.05,1,7,17,54.28
2026-04-27 05:00:00,12.2,4,0,40,77.88
2026-04-27 06:00:00,16.42,2,3,23,48.28
2026-04-27 07:00:00,18.69,3,0,30,47.05
2026-04-27 08:00:00,21.87,44,23,463,556.55
2026-04-27 09:00:00,23.19,42,46,466,564.14
2026-04-27 10:00:00,24.23,44,40,480,585.47
2026-04-27 11:00:00,25.4,23,21,251,306.47
2026-04-27 12:00:00,25.35,21,153,363,440.99
2026-04-27 13:00:00,25.87,17,172,342,420.79
2026-04-27 14:00:00,20.93,45,150,600,719.42
2026-04-27 15:00:00,22.96,41,48,458,552.89
2026-04-27 16:00:00,19.67,30,21,321,393.66
2026-04-27 17:00:00,16.96,16,34,194,247.98
2026-04-27 18:00:00,14.83,24,26,266,344.0
2026-04-27 19:00:00,12.45,2,2,22,55.27
2026-04-27 20:00:00,7.77,4,0,40,87.67
2026-04-27 21:00:00,8.16,4,0,40,87.54
2026-04-27 22:00:00,7.54,2,8,28,75.96
2026-04-27 23:00:00,4.79,4,8,48,112.79
2026-04-28 00:00:00,3.78,4,4,44,105.33
2026-04-28 01:00:00,5.21,1,0,10,63.24
2026-04-28 02:00:00,6.71,2,7,27,77.05
2026-04-28 03:00:00,8.17,1,8,18,59.75
2026-04-28 04:00:00,10.72,4,1,41,84.18
2026-04-28 05:00:00,13.2,3,4,34,70.83
2026-04-28 06:00:00,13.65,4,8,48,84.72
2026-04-28 07:00:00,17.83,2,8,28,42.36
2026-04-28 08:00:00,19.11,53,42,572,691.23
2026-04-28 09:00:00,22.02,43,45,475,569.24
2026-04-28 10:00:00,24.63,59,27,617,746.64
2026-04-28 11:00:00,24.9,21,49,259,310.17
2026-04-28 12:00:00,26.05,10,134,234,293.53
2026-04-28 13:00:00,25.2,23,137,367,449.44
2026-04-28 14:00:00,23.2,35,168,518,627.55
2026-04-28 15:00:00,20.39,31,49,359,436.4
2026-04-28 16:00:00,20.49,38,41,421,508.59
2026-04-28 17:00:00,17.36,18,45,225,285.58
2026-04-28 18:00:00,15.74,22,31,251,319.54
2026-04-28 19:00:00,12.28,1,0,10,39.64
2026-04-28 20:00:00,9.99,1,4,14,49.47
2026-04-28 21:00:00,6.91,2,0,20,65.71
2026-04-28 22:00:00,7.01,4,9,49,104.48
2026-04-28 23:00:00,3.94,3,0,30,92.61
2026-04-29 00:00:00,5.38,1,4,14,67.27
2026-04-29 01:00:00,6.96,2,3,23,76.21
2026-04-29 02:00:00,5.9,0,6,6,55.15
2026-04-29 03:00:00,8.42,3,5,35,82.36
2026-04-29 04:00:00,7.73,0,0,0,42.15
2026-04-29 05:00:00,12.54,4,7,47,88.05
2026-04-29 06:00:00,14.1,4,7,47,83.54
2026-04-29 07:00:00,17.94,4,8,48,68.87
2026-04-29 08:00:00,21.84,53,49,579,696.33
2026-04-29 09:00:00,21.09,42,35,455,546.86
2026-04-29 10:00:00,24.22,41,46,456,554.99
2026-04-29 11:00:00,25.76,18,27,207,261.58
2026-04-29 12:00:00,24.85,23,155,385,467.17
2026-04-29 13:00:00,23.68,21,123,333,406.82
2026-04-29 14:00:00,23.46,43,141,571,689.01
2026-04-29 15:00:00,21.32,38,22,402,483.58
2026-04-29 16:00:00,20.89,32,47,367,444.65
2026-04-29 17:00:00,18.09,11,45,155,198.25
2026-04-29 18:00:00,16.18,14,38,178,229.11
2026-04-29 19:00:00,13.23,0,0,0,25.45
2026-04-29 20:00:00,11.06,1,9,19,58.31
2026-04-29 21:00:00,7.92,3,1,31,76.58
2026-04-29 22:00:00,5.2,3,3,33,92.52
2026-04-29 23:00:00,5.39,2,1,21,73.3
2026-04-30 00:00:00,3.97,3,0,30,89.38
2026-04-30 01:00:00,5.9,4,3,43,100.44
2026-04-30 02:00:00,6.2,1,0,10,63.06
2026-04-30 03:00:00,9.33,1,7,17,58.02
2026-04-30 04:00:00,9.23,3,0,30,77.26
2026-04-30 05:00:00,12.52,2,0,20,49.99
2026-04-30 06:00:00,16.1,1,8,18,38.41
2026-04-30 07:00:00,17.44,4,0,40,62.74
2026-04-30 08:00:00,20.1,50,25,525,635.53
2026-04-30 09:00:00,23.57,42,37,457,554.49
2026-04-30 10:00:00,24.8,59,48,638,770.29
2026-04-30 11:00:00,24.37,16,24,184,231.09
2026-04-30 12:00:00,26.2,22,130,350,432.74
2026-04-30 13:00:00,25.0,17,116,286,354.51
2026-04-30 14:00:00,22.53,33,118,448,532.99
2026-04-30 15:00:00,20.89,39,28,418,504.92
2026-04-30 16:00:00,18.83,41,46,456,557.44
2026-04-30 17:00:00,19.01,22,27,247,304.27
2026-04-30 18:00:00,14.94,24,44,284,361.55
2026-04-30 19:00:00,13.28,0,2,2,27.59
2026-04-30 20:00:00,9.69,0,6,6,44.29
2026-04-30 21:00:00,5.96,0,1,1,46.19
2026-04-30 22:00:00,6.8,1,2,12,59.41
2026-04-30 23:00:00,3.87,4,5,45,107.02
